"","X","user_id","name","average_stars","review_count","fans","yelping_since","fans.1","cool","funny","useful","compliment_cool","compliment_funny","compliment_plain","weight","weight"
"337",5725,"Dt3OuFQ7cAvCvXEb7YvW_Q","Danniele",1,2,0,"2013-12-13 17:57:19",0,0,0,7,0,0,0,0.000110525877329534,0.000110525877329534
"338",5733,"km4G2uBmegYYv5wBvT0uTw","Mike",2.03,59,2,"2014-05-20 17:36:34",2,7,16,28,0,0,0,0.00627813243725868,0.00627813243725868
"339",5784,"JDEhGFIPAyIMkfHD0G13UA","Jamal",3.48,143,4,"2014-09-13 23:32:07",4,42,42,137,5,5,3,0.0156600126892225,0.0156600126892225
"340",5791,"jxEQ7njoIY8CJuxTy21S1w","Cheryl",4.42,22,8,"2012-08-07 21:45:52",8,13,2,30,3,3,2,0.00402148969689471,0.00402148969689471
"341",5829,"1uJLNBBkHDsoKnSUQev5uQ","Kristy",4.53,17,0,"2014-06-14 22:03:08",0,3,0,1,0,0,0,0.00148164198283322,0.00148164198283322
"342",5830,"GQGvCTi2SvL9U_d3fsm9Tw","Stan",3.84,92,7,"2013-01-24 16:52:59",7,120,110,216,20,20,11,0.0142826110957157,0.0142826110957157
"343",5839,"sGO-stZSJKX39qzKfUraYw","Sabrina",4.35,233,8,"2011-12-06 19:15:24",8,83,17,170,2,2,3,0.0243795178395842,0.0243795178395842
"344",5859,"a9UymHuKxZKMnHXOo3nLKA","Amber",4.23,140,24,"2015-09-14 02:18:12",24,266,175,412,21,21,12,0.0252456102551645,0.0252456102551645
"345",5867,"j8QeU8dE-Pvaz81UiGURuQ","Clinton",4.07,110,6,"2013-07-17 13:46:03",6,97,54,112,8,8,4,0.0135835748420614,0.0135835748420614
"346",5872,"H25jd0kh_M9t0WwhEw9Zwg","Jess",3.47,29,0,"2011-03-14 00:26:55",0,3,4,32,0,0,1,0.00278615599256186,0.00278615599256186
"347",5892,"0uacsMYppmm3Kl1bpWIOxQ","Martino",3.43,330,4,"2013-03-14 21:41:34",4,177,89,408,7,7,9,0.0353436885937937,0.0353436885937937
"348",5902,"80qYPp6Fk_jmO3334DKGGg","Candy",3.5,197,10,"2014-07-09 18:08:05",10,305,114,492,11,11,17,0.0260236038560518,0.0260236038560518
"349",5941,"omYjiX9WyiBhyjX-0EEKUQ","Jennifer",3.65,54,3,"2013-09-11 02:11:06",3,18,22,41,0,0,2,0.00630927601708651,0.00630927601708651
"350",5974,"QuZbJquRtbY9O9JrB9NpxQ","Jim",3.62,1668,162,"2007-07-07 11:46:47",162,7603,7632,10262,952,952,1629,0.484721727439222,0.484721727439222
"351",5976,"HLhJX_WSl8r1f2O6zTt0sQ","Alarra",4.53,31,10,"2012-03-28 20:05:04",10,24,5,55,0,0,0,0.00538543646341937,0.00538543646341937
"352",6000,"ytsz3KGny2NoWxPepTOqTA","Melinda",4.13,51,1,"2011-07-09 00:57:17",1,18,5,35,0,0,3,0.00515779117830969,0.00515779117830969
"353",6009,"zFYs8gSUYDvXkb6O7YkRkw","Joyce",3.81,763,738,"2009-09-05 10:11:27",738,32269,24344,34316,5462,5462,3686,1.22555151401675,1.22555151401675
"354",6042,"dh89cS09n0337wTvdX8YLg","Jaimarie",4.51,66,18,"2011-07-20 06:02:06",18,70,57,112,16,16,11,0.0125530402347689,0.0125530402347689
"355",6049,"j_j4DLfvNkhCRNWC0VBS9g","April",3.59,633,87,"2012-08-27 04:46:28",87,1725,924,2534,153,153,147,0.119426264820932,0.119426264820932
"356",6127,"53QaFbmZojYK0vv3RQagcw","Annie",3.74,367,32,"2008-09-12 18:33:46",32,459,439,808,125,125,74,0.0594348832378505,0.0594348832378505
"357",6149,"32YgqDZjqijDz7k8n9G7sQ","Christina",3.87,22,1,"2010-10-12 23:26:25",1,5,4,26,2,2,2,0.00242013224408091,0.00242013224408091
"358",6157,"zBi_JWB5uUdVuz3JLoAxGQ","Brian",3.71,698,52,"2012-07-28 03:27:45",52,827,507,1587,213,213,126,0.10212568558032,0.10212568558032
"359",6164,"dOfw4EqYemgl21qtJ8D9jQ","Lora",3.88,227,24,"2010-06-29 20:48:04",24,514,308,857,87,87,65,0.040906600568701,0.040906600568701
"360",6219,"36uY0YLHy70zR7YoXLUKSA","Aimee",3.88,295,43,"2009-09-04 20:51:54",43,405,283,753,67,67,81,0.0501446486627562,0.0501446486627562
"361",6236,"pMF-NXnnBtF2QHtm43v85w","Anthony",3.77,95,0,"2014-06-19 17:28:49",0,30,25,97,3,3,2,0.00971215787308207,0.00971215787308207
"362",6250,"l0MBP2olaZc5_SP5nWTCWg","R",4.21,1033,75,"2012-10-31 03:09:55",75,5252,3791,5824,177,177,124,0.245839695830001,0.245839695830001
"363",6252,"rPJZ0Bh1Dj-Rw6Yu3iQwVQ","Hannah",4.43,276,10,"2012-11-24 21:53:34",10,177,46,225,6,6,5,0.0300902669293812,0.0300902669293812
"364",6264,"wJgtf18VKKZq9A6ZQUybQw","Candace",3.72,549,14,"2009-06-12 21:06:33",14,230,146,564,20,20,9,0.0599929440264847,0.0599929440264847
"365",6275,"-Ql11ZbG_2rAOzqBpsnALw","Dean",3.13,36,3,"2011-01-03 00:52:04",3,28,35,127,0,0,4,0.00528605424569502,0.00528605424569502
"366",6287,"3IlRK14olss5fvuhP7ONpg","Sarah",4.11,59,3,"2011-10-22 09:37:49",3,21,22,86,5,5,3,0.00701377324148059,0.00701377324148059
"367",6296,"1PvDk9-siiBuDSt73Jgi-Q","Andrea",3.89,229,7,"2015-09-27 15:43:55",7,64,40,169,5,5,3,0.024348457864359,0.024348457864359
"368",6301,"BInADFegedOHAxKO1jQ23A","Kelly",3.48,59,2,"2013-01-21 02:28:45",2,38,61,103,6,6,17,0.00816398223280505,0.00816398223280505
"369",6319,"kt-xnsblb12-VOq0zaTrcA","Brey",3.67,14,0,"2017-03-09 17:27:21",0,0,3,6,0,0,0,0.00128433596317454,0.00128433596317454
"370",6324,"f-8BKEVPqiqRaNNmhjAU8Q","Mariah",3.75,231,22,"2012-03-18 22:04:51",22,267,105,583,28,28,32,0.0323908817454061,0.0323908817454061
"371",6328,"YRcaNlwQ6XXPFDXWtuMGdA","Chris",3.43,1897,95,"2009-06-16 02:39:09",95,1883,1662,3724,259,259,320,0.264922130607992,0.264922130607992
"372",6354,"dqNRPhVGZXPzTWDFGQO0ew","Erika",3.63,160,17,"2008-09-19 02:35:18",17,177,128,492,12,12,14,0.0240934946442368,0.0240934946442368
"373",6373,"wVIRfvIVK0IjKpZOBZaQNA","Roxell",2.87,51,1,"2015-02-19 08:38:36",1,9,14,44,0,0,0,0.00531566844987281,0.00531566844987281
"374",6389,"8tc-ayfCYdAV70fbzu_iJg","Lisa",3.28,36,2,"2013-10-04 22:16:09",2,9,8,47,1,1,0,0.00404361436304332,0.00404361436304332
"375",6461,"PKEzKWv_FktMm2mGPjwd0Q","Norm",3.75,2421,283,"2008-12-12 02:30:13",283,13334,7845,18768,1648,1648,2152,0.652728859062593,0.652728859062593
"376",6513,"XX--i6RiqjGGTUg4XFNxfQ","Carolynn",4.13,38,6,"2013-02-06 18:03:31",6,47,11,76,2,2,3,0.00549962079936937,0.00549962079936937
"377",6527,"NT0qlEWAzKPdpwKjhfXKOA","Zonie",2.48,29,0,"2011-07-05 20:05:28",0,5,12,71,0,0,0,0.00307703597391548,0.00307703597391548
"378",6529,"S10Q9h_W-MKyog8IdcCNCQ","Bobby",3.55,386,47,"2012-02-27 02:44:11",47,576,481,860,134,134,220,0.0692885729888966,0.0692885729888966
"379",6547,"YKsuKhp7k-tVAamsHEjaZQ","Sarah",4.09,56,7,"2009-01-24 04:50:24",7,64,67,139,11,11,16,0.00943693041832251,0.00943693041832251
"380",6597,"HdUpeg9oYzvzHIgeJuM2uQ","Devan",4.03,150,36,"2009-02-11 14:00:06",36,388,272,761,63,63,66,0.0345511156852991,0.0345511156852991
"381",6608,"bLbSNkLggFnqwNNzzq-Ijw","Stefany",3.37,4321,641,"2011-06-29 14:40:01",641,30846,22790,44667,1635,1635,1497,1.39754472184437,1.39754472184437
"382",6635,"bP1-iaqAuy4tEoviQaxJrA","Christopher",3.84,96,68,"2009-02-11 20:59:22",68,283,327,453,180,180,224,0.0424689070307812,0.0424689070307812
"383",6647,"v4QvQ26L0M1HJFd8AKxzTA","Patrick",3.21,18,0,"2011-07-15 00:36:27",0,3,6,17,0,0,0,0.00176611127997722,0.00176611127997722
"384",6653,"3Jf0KpYQ6WE-kSZyWpV8hQ","Tiffany",3.28,34,7,"2013-05-13 15:43:09",7,23,9,47,1,1,0,0.00507156851144586,0.00507156851144586
"385",6657,"OLn8EvPsu4hNug8V5PF2jA","Rachel",3.14,979,148,"2009-02-05 19:41:26",148,1672,1847,3401,300,300,190,0.193925643871897,0.193925643871897
"386",6696,"lCmvpQfFpdxhbWVM59eUCg","Jocelyn",3.44,1711,94,"2007-05-14 18:38:59",94,925,626,1732,66,66,41,0.203880394996064,0.203880394996064
"387",6709,"zpwWpno3U-oZaG3AJuKqSQ","Jeff",4.26,295,61,"2012-08-21 03:46:30",61,480,255,774,116,116,105,0.0552683547717518,0.0552683547717518
"388",6710,"C5QsUsQg5I3dMdLM02SXGA","Hashani",3.64,543,51,"2013-07-16 19:50:25",51,1028,840,1617,77,77,86,0.0933701402934313,0.0933701402934313
"389",6720,"zOxFYwqq8Iwhsqm_jm016A","Andrew",4.13,283,68,"2010-08-07 02:03:12",68,1137,729,1539,371,371,401,0.082671845139308,0.082671845139308
"390",6790,"eujtZMdyJFxCbBoAZhcrEQ","Jake",4.08,60,5,"2015-03-17 22:32:27",5,33,26,110,19,19,21,0.00839341885167381,0.00839341885167381
"391",6794,"Ry2eEdDFbB3jCd-puLq0bg","Mark",4.13,1103,82,"2013-03-12 14:38:15",82,1897,876,2885,134,134,105,0.160553652730564,0.160553652730564
"392",6819,"6jz_Yr6_AP2WWLbj9gGDpA","Tim",3.8,1194,112,"2006-12-20 21:26:44",112,5457,5067,7119,1148,1148,841,0.33790258931768,0.33790258931768
"393",6825,"_-gnSzjvS0lAwuvpUdJoyA","Victoria",3.32,226,140,"2015-02-13 21:23:09",140,3099,2215,3716,404,404,598,0.148054403289736,0.148054403289736
"394",6828,"GGTF7hnQi6D5W77_qiKlqg","Bill",3.47,967,436,"2014-04-05 01:44:31",436,11306,7947,15147,385,385,437,0.481629377486435,0.481629377486435
"395",6897,"dHd8m6hSdLg5Dsj3x8jZcA","Armin",1.36,14,1,"2011-10-20 03:12:07",1,2,5,18,0,0,0,0.00160098482136287,0.00160098482136287
"396",6919,"rKkpHJkJ27xOwnhy_bMkvA","Teri",3.59,868,52,"2011-01-31 07:27:51",52,985,771,1964,270,270,222,0.128882940432264,0.128882940432264
"397",6943,"wgjJscOfwun1jozTFPCRLg","Allen",4,151,28,"2014-02-28 18:43:16",28,204,126,378,10,10,11,0.0254116193475107,0.0254116193475107
"398",6953,"6HM3Hm3gP0MJ8XN7IkRcRg","Preston",4.1,247,10,"2013-01-03 21:55:19",10,276,137,489,33,33,29,0.0317392924375876,0.0317392924375876
"399",7013,"X7zysG3Cja6G2blwDyE76Q","Dana",3.98,247,37,"2010-06-11 19:47:46",37,502,294,672,17,17,17,0.0425259664908727,0.0425259664908727
"400",7016,"44LbLRmc0FsXYJhQ6nz3Vw","Maureen",3.61,124,26,"2009-02-03 22:34:36",26,173,221,367,44,44,43,0.0260031672942315,0.0260031672942315
"401",7022,"Hi10sGSZNxQH3NLyWSZ1oA","Fox",3.83,6407,1574,"2009-05-26 11:33:58",1574,82128,86122,89418,5429,5429,4379,3.80780775692708,3.80780775692708
"402",7026,"IASP5k9_lgeq5UulcKNJrg","Laurie",3.69,80,3,"2013-02-26 17:16:43",3,5,13,57,0,0,3,0.00848978339643949,0.00848978339643949
"403",7053,"pUKAjAaSMkxiJ1WCIFSsBQ","Emily",3.15,84,3,"2013-04-26 18:47:23",3,65,69,144,1,1,8,0.0108124890810976,0.0108124890810976
"404",7089,"3vAh1vNvBmVwGWK0vQV-og","Brittany",2,27,1,"2015-02-10 03:21:39",1,2,10,35,0,0,1,0.0029848127820731,0.0029848127820731
"405",7097,"ccl5JZivv93oVySmX6TBjQ","Tracy",4.19,160,1,"2014-01-24 03:45:56",1,23,42,91,4,4,1,0.0162902239912026,0.0162902239912026
"406",7103,"fc6JvJcRW_2QDwEWViRHfw","Tim",3.56,221,1,"2009-12-31 13:45:53",1,36,30,136,8,8,8,0.0219713514017705,0.0219713514017705
"407",7107,"QRNzgxnW4uVkWZNkt9mH8w","Desi",3.85,109,1,"2015-08-08 21:59:47",1,4,4,8,0,0,0,0.0102767091595373,0.0102767091595373
"408",7145,"VmzU_KLtfT_rtRdq6Aw_xQ","Lindsay",4.08,43,8,"2011-04-16 06:14:32",8,13,4,61,1,1,6,0.00612462056129273,0.00612462056129273
"409",7151,"cnyCyr5az4YzlQ1oCSYNvQ","Keturah",3.68,182,4,"2015-06-18 17:55:23",4,135,39,205,4,4,3,0.0196451580665016,0.0196451580665016
"410",7152,"8fsZcLADFrPTbGrFqMACpg","Shannon",4.02,373,34,"2012-07-31 22:41:19",34,920,586,1399,109,109,78,0.0670428143113317,0.0670428143113317
"411",7160,"3nIuSCZk5f_2WWYMLN7h3w","Lauren",4.13,1227,89,"2015-06-07 15:48:22",89,3019,1359,4827,77,77,60,0.192630478422572,0.192630478422572
"412",7164,"TyA_1wJ_irey_D46gfdppg","Maricel",3.85,207,16,"2009-02-24 20:22:22",16,196,112,445,38,38,25,0.0284335390462059,0.0284335390462059
"413",7169,"tZkX6535CPH5Rbkxn9Fr0Q","Jim",4.28,94,9,"2010-12-29 03:37:21",9,33,47,117,5,5,2,0.0123214278645084,0.0123214278645084
"414",7202,"YDAL4CBJcp3xrYgAGVGgaQ","Darren",3.77,548,9,"2011-04-11 19:11:51",9,315,238,665,19,19,31,0.0620435655120018,0.0620435655120018
"415",7241,"1wStwohSVy-JPU9XDF3HNA","Keen",4,21,0,"2011-02-18 09:13:43",0,4,4,15,0,0,1,0.0020097089433389,0.0020097089433389
"416",7242,"WaAOt_eG0_-yLpG3fI--3g","Nicole",3.66,490,42,"2011-03-22 08:30:46",42,1302,808,2135,132,132,145,0.0902046024506113,0.0902046024506113
"417",7326,"Q7bLDV2RGKF5KJyasrwZ6A","Nicole",3.16,63,2,"2011-09-23 01:15:35",2,55,18,135,1,1,3,0.00722447089967459,0.00722447089967459
"418",7328,"g-y4Me4bqDz8jwFzX_e17w","Norine",3.59,385,49,"2014-05-31 14:09:40",49,1373,1005,1629,55,55,51,0.0826195027628685,0.0826195027628685
"419",7362,"h1ovyYne78jKZPo8gFVM8g","Julie",3.33,96,8,"2015-01-19 22:31:28",8,81,42,164,9,9,2,0.0125175763086267,0.0125175763086267
"420",7379,"BXSUe6os4jS7lNQGyo77ow","Joshua",3.63,497,28,"2010-08-09 08:39:17",28,291,347,1044,20,20,39,0.0655241280916429,0.0655241280916429
"421",7404,"njFlVWgfj9wtt2fcD-hu0g","Julia",2.78,8,1,"2015-08-06 20:09:33",1,0,0,3,0,0,0,0.000878369250298813,0.000878369250298813
"422",7416,"xEbCNG-3GTw-OxFusnVP9g","Michael",3.97,83,81,"2013-10-10 01:50:56",81,664,500,962,163,163,157,0.0495489995782008,0.0495489995782008
"423",7424,"a4mO387_O77ebmv8AlQB3A","Dave",3.89,2678,305,"2013-06-16 21:32:47",305,36081,21461,43324,1859,1859,1353,1.15260217258279,1.15260217258279
"424",7457,"qRWzBX1q07ZuPgaTXB_4JA","Carrie",4.43,367,35,"2009-04-18 23:49:53",35,324,220,1052,97,97,95,0.0547323172657928,0.0547323172657928
"425",7498,"WZojlBpeuNhNew_EjB7GLA","Cassi",3.84,130,12,"2013-03-05 22:55:52",12,179,74,303,9,9,11,0.018235935831701,0.018235935831701
"426",7532,"kd9--kcOScxGYuDbW9wOBQ","David",3.74,183,6,"2012-12-17 13:50:00",6,67,43,149,1,1,4,0.0198739907107787,0.0198739907107787
"427",7565,"mOVyk3O18VY5nrUMTZgM1w","Ankita",3.71,342,43,"2012-12-28 18:40:24",43,474,478,972,47,47,75,0.0596510415713184,0.0596510415713184
"428",7575,"pvwEROiu2kfTqyp6cG2HIA","Jahaira",3.64,345,19,"2011-10-02 18:35:39",19,104,108,433,2,2,14,0.0404355129644399,0.0404355129644399
"429",7626,"olj12gZdDTZcLktG-jsM4Q","Daniel",4.25,57,5,"2012-03-18 15:59:31",5,16,30,57,3,3,6,0.00741330079708682,0.00741330079708682
"430",7630,"p_fas65QL25jqfV2tSSnQQ","Max",4.16,80,8,"2016-03-09 06:32:02",8,322,241,440,4,4,3,0.0175046478201457,0.0175046478201457
"431",7657,"_2Sa7pq5z2XOUhS9DOCGHw","Caroline",4.35,74,38,"2012-10-18 00:42:16",38,236,153,322,49,49,30,0.0223759085166314,0.0223759085166314
"432",7668,"4MeyfdyeJ38A_wOKLapRMQ","Cory",3.94,347,19,"2008-09-04 23:55:33",19,92,109,264,1,1,6,0.039971187161163,0.039971187161163
"433",7669,"hLlsWrlggWuhPir4BbLGHg","Lisa",3.11,262,15,"2009-02-10 01:05:01",15,174,283,977,44,44,46,0.0394100485470503,0.0394100485470503
"434",7671,"Rzf35jKV8e8EJdssrae_AA","Heather",3.71,605,73,"2007-08-12 05:00:43",73,2990,3088,4293,740,740,758,0.200147937667358,0.200147937667358
"435",7685,"wAqiSluTMo_2T-dTN4Bozg","Jared",4.05,234,37,"2010-01-23 18:12:52",37,518,338,872,113,113,54,0.0455849396056092,0.0455849396056092
"436",7694,"U7UZbYMbIBFGnSHpp2tk2A","Wilz",3.15,50,1,"2011-06-28 16:56:46",1,6,1,23,1,1,0,0.00485171014527059,0.00485171014527059
"437",7722,"gNLc1atcn7jw9jxvHbDvKw","Donna",3.81,76,15,"2010-06-30 22:31:54",15,43,75,156,9,9,13,0.0131704911354353,0.0131704911354353
"438",7728,"ds-C9AXGATTmvsCEWCqmZg","Alex",3.77,332,9,"2013-06-10 06:14:44",9,172,104,465,2,2,3,0.0369608371497663,0.0369608371497663
"439",7762,"K4-J-jKIFQfZbgVhhhHxig","Lee",3.27,10,0,"2013-09-06 20:52:33",0,0,1,4,0,0,0,0.000861845642504643,0.000861845642504643
"440",7767,"OaPR_4XX0yL0s6GDELmoxA","Kevin",4.37,148,8,"2010-02-20 20:42:12",8,37,39,107,1,1,1,0.0167417887091149,0.0167417887091149
"441",7775,"EOxdQuedwe_2MkdLnX7MAA","Michele",3.75,184,24,"2008-10-22 22:06:06",24,291,174,414,84,84,16,0.0306248762036302,0.0306248762036302
"442",7807,"mYgIBr7o6pjjxJIW3GiBqA","Paul",4.29,44,4,"2009-09-17 18:51:28",4,13,5,36,2,2,4,0.00524217180102798,0.00524217180102798
"443",7818,"JgOcyMF1lTwSVCarSZrrrA","Patrick",3.87,481,18,"2011-03-28 15:35:20",18,401,212,799,34,34,22,0.0580488320674454,0.0580488320674454
"444",7829,"bNkUkCOWnCuJ-9B5ELHbaQ","Charlie",3.65,1034,63,"2009-03-03 19:45:37",63,744,442,2086,73,73,139,0.132510939906747,0.132510939906747
"445",7843,"M9tWCo1is6YEN5XKLBJ6LA","Gwyn",3.49,170,22,"2012-05-07 18:20:14",22,174,154,326,45,45,27,0.0272322282444815,0.0272322282444815
"446",7881,"N3oNEwh0qgPqPP3Em6wJXw","David",3.89,1055,75,"2011-01-26 23:31:43",75,2000,1256,2819,367,367,311,0.172777296994907,0.172777296994907
"447",7921,"b9ncqgPDrh9pZQ3n-IfW7Q","Summer-Joy",2.4,29,3,"2015-07-14 03:29:28",3,3,16,25,0,0,0,0.00373035194842999,0.00373035194842999
"448",7931,"m_BJLAya0SVqeg1rgRwo5g","Jeremy",2.64,11,0,"2014-12-20 07:38:24",0,5,2,4,0,0,0,0.000995663803513537,0.000995663803513537
"449",7964,"bTLEyQtdIdMmJS0sE1LxIg","Alex",4.36,13,2,"2007-07-11 00:13:55",2,3,4,7,0,0,0,0.00168595695173305,0.00168595695173305
"450",7973,"3LU71aRTBsvhd3y3w_2gRA","James",2.43,27,0,"2012-06-12 00:58:08",0,7,35,36,0,0,0,0.00338108578922412,0.00338108578922412
"451",8013,"5lcMlc4owIxg_MRkcevtTw","Crackmacs",4.09,51,6,"2014-09-17 16:54:59",6,52,48,84,0,0,3,0.0076176618739316,0.0076176618739316
"452",8017,"QGgWWhEi5R4SLAKN-xwtNQ","Cameo",3.9,220,47,"2014-03-03 21:32:25",47,285,136,562,19,19,9,0.0372217755794293,0.0372217755794293
"453",8032,"VQriMYuWKY4RETg_iGreww","Chelsea",3.64,61,7,"2011-06-30 22:29:14",7,18,12,49,0,0,2,0.00763455920214147,0.00763455920214147
"454",8038,"GDinbU4IRGh7f_93-YxvoA","Robert",3.5,129,10,"2014-09-14 16:01:18",10,229,98,291,11,11,13,0.018504515099653,0.018504515099653
"455",8055,"dERyXf-mY20O8yTJVK1diA","Dave",4.03,194,11,"2012-08-26 21:56:14",11,114,67,270,25,25,11,0.0237016966096189,0.0237016966096189
"456",8057,"JcNSd3dXmIMVHP2CUpvMHA","Amanda",4,250,89,"2014-01-17 21:04:54",89,774,452,1126,83,83,45,0.0625477359888748,0.0625477359888748
"457",8072,"g0LQ3Mzp5jup5w1_UcSKeA","TT",3.11,212,9,"2011-06-18 16:45:26",9,63,106,244,3,3,6,0.0251116175347808,0.0251116175347808
"458",8080,"oYf5m0vyL7AOXBicacw5GQ","Victoria",3.5,95,1,"2015-10-03 18:23:02",1,13,24,34,0,0,1,0.0096114572353332,0.0096114572353332
"459",8116,"ievCKlNOJ4vWv2claV8oqA","Trevor",3.4,5,0,"2015-07-10 01:49:18",0,1,3,2,0,0,2,0.000491087417829023,0.000491087417829023
"460",8130,"chD0IU0TaBeKzt3ioUfOMA","Jasmine",3.78,320,14,"2012-03-10 16:01:35",14,415,343,736,10,10,15,0.0449140452294941,0.0449140452294941
"461",8161,"HwodZGDA0-u9PRZx8a-1VQ","Derrick",3.85,228,5,"2012-03-14 17:13:19",5,85,71,253,9,9,17,0.0252290581047678,0.0252290581047678
"462",8177,"ELcQDlf69kb-ihJfxZyL0A","Brad",3.11,1642,69,"2009-11-10 00:10:36",69,1795,2183,3679,70,70,270,0.243596855459159,0.243596855459159
"463",8195,"MMxRLgkd-MgwowmggmR2Dg","Audrey",3.64,603,73,"2011-07-13 22:34:42",73,691,490,1275,23,23,42,0.0911746952394711,0.0911746952394711
"464",8205,"Jk0AcqPCVMfc_DTWO3SzwA","Mary-Michael",3.71,107,8,"2014-11-19 07:57:44",8,68,88,191,1,1,5,0.0146128768037307,0.0146128768037307
"465",8214,"rTIVsxvTEm5b94C2th5xQQ","Michelle",3.39,114,79,"2010-10-07 18:17:22",79,66,52,207,2,2,11,0.0307034399056788,0.0307034399056788
"466",8217,"BrKoAfW32omNcaFqW9pKsA","Amber",4.12,134,23,"2015-04-16 00:06:10",23,65,26,176,3,3,7,0.018987088305308,0.018987088305308
"467",8228,"6H4Zj-c7FqM9mCsXvwaEQw","Ed",3.85,615,99,"2009-10-18 17:52:14",99,4021,2172,5259,316,316,467,0.17632029595205,0.17632029595205
"468",8229,"KtIh1kjkVESCqd2CCsQnhA","Edwin",3.06,516,136,"2012-10-02 04:28:50",136,1582,2348,2462,492,492,382,0.16588478984502,0.16588478984502
"469",8231,"Kj9cFO70zZOQorN0mgeLWA","Faiza",3.51,862,72,"2010-06-27 13:47:11",72,1214,448,1642,187,187,97,0.120652518243668,0.120652518243668
"470",8239,"crMMCGbeSwO_hEYoJSTdBA","Brenn",3.23,124,6,"2010-05-16 20:58:16",6,84,97,219,3,3,9,0.0161904643651843,0.0161904643651843
"471",8256,"1EHzfDx_pZuhWxdc9XoZog","Gerald",4.39,35,2,"2016-07-24 07:18:57",2,19,10,78,4,4,3,0.00423599151979945,0.00423599151979945
"472",8269,"3Vd_ATdvvuVVgn_YCpz8fw","Scott",3.33,653,67,"2008-11-01 14:16:30",67,2317,1502,3176,226,226,118,0.135680160912112,0.135680160912112
"473",8343,"e0AUdCu-jeOkLImiEzlTDg","Jonathan",3.97,483,41,"2012-03-06 15:41:11",41,912,348,1330,70,70,66,0.071597803160084,0.071597803160084
"474",8374,"lUGiHH2La_BuHoBrR1aGlg","Matthew",4.63,110,26,"2014-12-29 13:51:45",26,52,34,126,7,7,10,0.0176251416300147,0.0176251416300147
"475",8400,"KWY0QyEXEMGh6xCB5oMUzg","C",3.45,122,9,"2010-03-22 01:54:49",9,26,25,88,5,5,4,0.0142809801424112,0.0142809801424112
"476",8404,"f4GXSyxFoHFNW7Og0J3WXw","CJ",4.08,204,12,"2011-04-13 21:13:43",12,100,47,195,5,5,2,0.02353942083349,0.02353942083349
"477",8408,"04J_q_VhSBItxNiEAN-gkA","Nydia",3.9,447,123,"2011-01-14 18:17:36",123,1700,1086,2278,155,155,114,0.113202364576211,0.113202364576211
"478",8495,"Qz6jpfNMNPTiqSxrIVpbKg","Philip",2.95,19,0,"2013-12-11 14:09:35",0,12,22,15,0,0,2,0.00232308111553519,0.00232308111553519
"479",8551,"xIYsg5cPDR7PClBYaLepjQ","Amanda",3.12,17,0,"2016-03-01 02:58:11",0,4,3,16,0,0,0,0.00160011716681885,0.00160011716681885
"480",8554,"LGRg7o217VOQcAgTLHXCPg","Erik",3.08,150,2,"2011-11-22 00:23:14",2,82,34,223,32,32,22,0.0169075084976078,0.0169075084976078
"481",8556,"4jN7gnDv9GJrNx_fPUziZg","Sarah",1.88,8,0,"2013-10-03 20:12:04",0,1,3,12,0,0,0,0.000753021667137459,0.000753021667137459
"482",8559,"Xa5-jiXsUBp5dXpGfc4FsQ","Leigh",3.82,335,19,"2009-05-31 22:27:21",19,137,203,421,7,7,6,0.0419046952351722,0.0419046952351722
"483",8611,"DuzQa5gh0qll2bFRoBpDiQ","Gavin",3.47,29,0,"2014-09-14 06:17:09",0,8,14,32,0,0,0,0.00303286604811987,0.00303286604811987
"484",8614,"-Vrb0dmE3AxJuJ0dyVY4NA","Lucia",3.18,197,26,"2010-07-05 15:31:59",26,144,303,267,4,4,2,0.0328034272589146,0.0328034272589146
"485",8619,"YpGt3hdq5adPlEFn9fQ2Zw","Taric",3.57,781,133,"2010-07-12 09:47:05",133,3541,3602,4934,375,375,457,0.233431249276819,0.233431249276819
"486",8631,"Ry1O_KXZHGRI8g5zBR3IcQ","John",3.87,1361,74,"2010-04-22 12:17:58",74,1189,831,2337,178,178,165,0.179451521232754,0.179451521232754
"487",8632,"5JVY32_bmTBfIGpCCsnAfw","Kimberly",3.95,776,46,"2013-03-22 16:30:47",46,1662,498,1664,50,50,37,0.105867726932056,0.105867726932056
"488",8668,"i24aQvY6bcOC-pJEvepkgw","Autzen",4.25,229,3,"2010-03-18 06:37:54",3,105,69,259,3,3,8,0.0246049119609842,0.0246049119609842
"489",8685,"DMHPVjHKaUStUBMPH2TjNA","Perry",2.98,186,17,"2008-02-29 22:34:17",17,131,228,449,9,9,15,0.0286692749201506,0.0286692749201506
"490",8701,"3ChOr6GzhfQJaZ5S2khu9w","Valeria",2.2,9,0,"2016-01-11 16:49:17",0,1,2,8,0,0,0,0.000809138142719611,0.000809138142719611
"491",8782,"1TAiyDKO2aBnqUSd57qBig","Dan",2.61,21,1,"2011-11-22 23:58:27",1,5,3,30,0,0,0,0.00223593908902152,0.00223593908902152
"492",8794,"rDwEgqNlzclq5odMmWBQFg","Criss",3.64,39,1,"2014-05-31 07:55:40",1,6,2,20,0,0,0,0.00383994614213047,0.00383994614213047
"493",8814,"jnB_saJqNfOmVoCWquhAzg","Bilal",3.7,1152,69,"2013-10-13 18:49:15",69,1253,468,1676,100,100,248,0.14870036212323,0.14870036212323
